Big tech buzzing about Warren split plan;Warren wants to regulate tech Silicon Valley is unimpressed,By Melia Russell,2019-03-09T00:00:00Z,U.S. Federal; California; Massachusetts; Minnesota; New York; Vermont,,News,801,sen elizabeth warren introduce crowd pleasing proposal friday bid democratic presidential nomination break big technology company include amazon facebook google blog post senator massachusetts promise tech sector include undo merger enrich tech giant policy would also prevent company use service sell good service proposal mark one aggressive bid rein near trillion dollar corporation tech sector tech giant largely quiet friday around silicon valley unimpressed warren jump bandwagon blame tech societal ill bilal zuberi partner lux capital headquarters new york menlo park say email understand china break alibaba kiss american tech leadership goodbye zach tratar software engineer warren plan would put particular stricture tech company 25 billion revenue operate public marketplace exchange warren call platform utility google would force split ad search business warren also call tech giant stop transfer share datum third party amazon would able sell version popular item amazon marketplace write blog post representative amazon facebook google immediately respond request comment tech sector come fire recent year controversy relate data privacy misinformation critic say time government supervision warren proposal break big tech silicon valley need david heinemeier hansson malibu base creator ruby rails programming language friday kick scream lobby 10 year laud vision count proceed next round progress enable add david ryan polgar tech ethicist new york say warren pitch unsurprising think large issue big tech unchecked unelected power power also massively influence see world get information connect say break big tech company one possible solution say though realistically think go happen next year two member bay area tech community say proposal show little warren understand industry think intervention need industry company need define exactly harm address specific remedy propose change benedict evans partner menlo park venture firm andreessen horowitz break policy analysis doubt misfire happen say zuberi lux capital someone without economic impact analysis would come random target break company 25 billion revenue blog post warren criticize tech giant use enormous wealth snap small competitor stamp innovation say venture capitalist hesitant fund new startup bradley leimer whose consult firm unconventional ventures match startup founder funder say warren wrong service make money harvest datum discreet way next iteration platform able see light day say take could go acquire early large institution warren appear try set apart proposal harsh regulation rival include sen bernie sanders vermont sen amy klobuchar minn also take swing big tech lot people industry realize change come polgar saidthe big bigthe proposal sen elizabeth warren mass regulate big tech company would fall overwhelmingly bay area internet hardware giantsbay area company revenue 25 billionannual revenueapple cupertino2616 billionmckesson san francisco2135 billionchevron san ramon1589 billionalphabet mountain view1368 billionwell fargo san francisco1011 billionintel santa clara709 billionhp inc palo alto587 billionfacebook menlo park558 billioncisco san jose508 billionoracle redwood city398 billionhewlett packard enterprise san jose307 billionsource bloomberg,The San Francisco Chronicle (California)
Big Tech CEOs Could Face Regulation Judgment Day at Wednesday's Antitrust Hearing,,2020-07-28T00:00:00Z,U.S. Federal; Rhode Island,,News,543,jul 28 2020  tomorrow hearing look like regulation judgment day ceo four america large tech company wednesday ceo four major big tech company include amazon ceo jeff bezos apple ceo tim cook google ceo sundar pichai facebook ceo mark zuckerberg testify house committee judiciary antitrust commercial administrative law subcommittee decade silicon valley giant permit expand essentially free government regulation past hearing give impression congress could tame even want big tech may reckoning time congress homework wired report  july 28the hearing antitrust subcommittee house judiciary committee lead rhode island democrat david cicilline cap investigation begin june 2019 yield million document wired explain major test whether federal lawmaker finally understand make big tech tick whether vision make tick differently wired give two major reason hearing reckoning big tech unlike see first 15member antitrust subcommittee ask question entire judiciary committee look enter juicy finding congressional record second area relative bipartisanship time historic polarization democrats lead charge congressional republicans also real concern platform effect competition bipartisan grievance may play major role whether hearing strike decisive blow big tech establishment indeed come time overwhelming majority  americans side politic skeptical big tech unchecked power pew research center study find overall 72 adult say social medium company much power influence politic today accord june 16 22 survey pew facttank observe  july 22 addition half americans survey also believe government regulate big tech company whose power appear unchecked conservative attack give house judiciary antitrust commercial administrative law subcommittee call 202 225 3951 demand big tech hold accountable censor contact us media research center contact form     ,State Capital Newsfeed
Big Tech CEOs Could Face Regulation Judgment Day at Wednesday’s Antitrust Hearing,,2020-07-28T00:00:00Z,U.S. Federal; International; Rhode Island,,Web News,0,tomorrow hearing look like regulation judgment day ceo four america large tech company wednesday ceo four major big tech company include amazon ceo jeff bezos apple ceo tim cook google ceo sundar pichai f tomorrow hearing look like regulation judgment day ceo four america large tech company wednesday ceo four major big tech company include amazon ceo jeff bezos apple ceo tim cook google ceo sundar pichai facebook ceo mark zuckerberg testify house committee judiciary antitrust commercial administrative law subcommittee decade silicon valley giant permit expand essentially free government regulation past hearing give impression congress could tame even want big tech may reckoning time congress homework wired report july 28 hearing antitrust subcommittee house judiciary committee lead rhode island democrat david cicilline cap investigation begin june 2019 yield million document wired explain major test whether federal lawmaker finally understand make big tech tick whether vision make tick differently wired give two major reason hearing reckoning big tech unlike see first 15member antitrust subcommittee ask question entire judiciary committee look enter juicy finding congressional record second area relative bipartisanship time historic polarization democrats lead charge congressional republicans also real concern platform effect competition bipartisan grievance may play major role whether hearing strike decisive blow big tech establishment indeed come time overwhelming majority americans side politic skeptical big tech unchecked power pew research center study find overall 72 adult say social medium company much power influence politic today accord june 16 22 survey pew facttank observe july 22 addition half americans survey also believe government regulate big tech company whose power appear unchecked conservative attack give house judiciary antitrust commercial administrative law subcommittee call 202 225 3951 demand big tech hold accountable censor contact us media research center contact form,WebNews - English
Big Tech CEOs Didn’t Win Over Congress At Hearing,,2020-07-31T00:00:00Z,U.S. Federal; International; Rhode Island,,Web News,0,big day finally come ceo amazon apple facebook google parent alphabet sit front lawmaker  spend four hour get grill house judiciary subcommittee antitrust commercial administrat big day finally come ceo amazon apple facebook google parent alphabet sit front lawmaker  spend four hour get grill house judiciary subcommittee antitrust commercial administrative law lawmaker demand answer range accusation like whether big tech use monopolistic practice annihilate possibility competition ceo deny claim course many hour also defend business practice competitive way violate antitrust law conversation range gamut app store rule search algorithm acquisition cancel culture social commerce datum harvesting ecosystem wall become high become barrier competition big tech defend well subcommittee chairman david cicilline rhode island end hearing say firm monopoly power ceo testimony little put issue bed big tech hearing highlight firm view position market think future oversight look like look key point amazon ceo jeff bezos first time highly anticipate testimony come amazon ceo jeff bezos world rich man make first ever appearance capitol hill bezos open remark talk parent investment amazon despite really know internet trust americans amazon need american worker get product american customer say prepared remark consensus view bezos performance among market watcher transparent authentic ceo also potentially likely create issue firm line thank comment consider say press committed member rep pramila jayapal washington respond accusation amazon use third party seller datum advantage  bezos say amazon policy forbid use seller datum directly way ban use aggregate datum datum compile multiple seller inform company product choice push topic concede aggregate could mean set two seller make fairly easy amazon guess firm datum use head turn admission bezos note possible company policy seller datum scrupulously uphold guarantee policy never violate say also consider bezos say press accusation amazon essentially force merchant purchase ad sign fulfillment service program make hard sell platform without bezos forthrightly address accusation make ceo popsockets january popsocket criticize amazon refuse crack counterfeit version product sell amazon company commit hefty advertising spend bezos automatically deny accusation say fact someone somewhere inside amazon say buy x dollar ad help counterfeit problem unacceptable bezos admit possibility problem platform anecdotally reiterate repeatedly believe systematic unlike ceo testify bezos conclude remark reaffirm enthusiasm oversight let close say believe amazon scrutinize say scrutinize large institution whether company government agency non profit responsibility make sure pass scrutiny fly color apple cook deny firm monopoly position remain big tech ceo previously testify congress push back claim create anticompetitive environment goal good apple ceo tim cook say claim market product category apple hold dominant share make poor candidate antitrust violation lawmaker push back cite antitrust allegation iphone app management feature seem favor apple product also raise issue apple app store rule cook counter customer like apple experience massive rival android ecosystem defect customer like setup  curated experience app store buy samsung cook say facebook zuckerberg claim joke facebook ceo mark zuckerberg attract lion share legislator attention spend much hearing defend facebook acquisition instagram characterize natural extension facebook global social medium business purely attempt remove potential competitor marketplace guarantee instagram go succeed zuckerberg say hindsight look obvious instagram reach scale  time far obvious zuckerberg also get grilling email write one reason people underestimate importance watch google likely always buy competitive startup awhile buy google question whether admission facebook plan clear market competition zuckerberg claim email sound lot like joke since odd facebook buy google basically zero google answer tough question privacy sundar pichai ceo google parent company alphabet face question cicilline whether google evolve turnstile rest web walled garden increasingly keep user within site example cicilline cite accusation google steal content rival like yelp arbitrarily dock traffic site deem threat congressman run company really focused give user want pichai reply say familiar specific allegation pichai also face tough line question rep val demmings google 2007 acquisition ad tech platform doubleclick 2017 decision merge doubleclick datum user account datum google commit congress antitrust enforcer deal would reduce user privacy explain google chief legal advisor testify senate antitrust subcommittee google would able merge datum even want give contractual restriction june 2016 google go ahead merge datum anyway effectively destroy anonymity internet pichai confirm approve decision go note myriad datum privacy control google also since add platform today make easy user control datum claim pichai simplify setting turn ad personalization combine activity setting three grouping remind user go privacy checkup one billion user pichai also claim additional datum largely harvest purpose generate revenue build personalized experience back user hearing main outcome probably hearing happen congressional tradition indication probably many hearing many subcommittee also appeal patriotism big tech ceo along allegation company big firm really compete hearing make one fact clear company exist today monopoly power cicilline say need break need properly regulate hold accountable new pymnt study subscription commerce conversion index july 2020 stay home 247 consumer turn subscription service entertainment day day need great opportunity provider also present challenge 274 million consumer look cancel subscription friction cost concern late subscription commerce conversion index pymnt reveal five key feature help company keep subscriber loyal despite today challenge economic time related item alphabet amazon antitrust app store apple big tech ceo congress facebook google instagram monopoly news popsocket privacy seller datum testimony user datum recommend,WebNews - English
Big tech CEOs endure hours of withering questions...,,2020-07-30T00:00:00Z,U.S. Federal; International; New York; Ohio; Rhode Island,,Web News,0,david mclaughlin ben brody chief executive four us technology giant endure wither rapid fire question five hour lawmaker accuse company use power crush rival squash competition david mclaughlin ben brody chief executive four us technology giant endure wither rapid fire question five hour lawmaker accuse company use power crush rival squash competition alphabet inc google facebook inc apple inc amazoncom inc criticize power wield digital market google control internet search online advertising apple tight grip app facebook acquisition rival amazon leverage third party seller company exist today monopoly power say representative david cicilline rhode island lead yearlong house investigation company need break need heavily regulate cicilline say adjourn hearing stretch evening chief executive four company alphabet sundar pichai facebook mark zuckerberg apple tim cook amazon jeff bezos testify house antitrust committee remote location unfailingly polite even though lawmaker frequently cut rigorously enforce five minute rule per member lawmaker pepper executive question specific example intend show company thwart competitive threat hearing mark escalation antitrust scrutiny sector internet platform combine value nearly 5 trillion already investigation federal trade commission justice department state across country also probe facebook google testimony document produce panel could use inform inquiry lawmaker uncover several potentially damning example anti competitive behaviour could watershed moment say alex petros policy counsel left lean think tank public knowledge advocate strong antitrust enforcement could put pressure doj ftc really conduct full investigation cicilline say expect committee complete report month attack pichai practice google unit search engine accuse steal content goal keep user site rather direct source web evidence seem clear google become gateway internet begin abuse power say use surveillance web traffic identify competitive threat crush business want find web add must pay google tax wednesday session first time bezos testify congress hearing mark first time four tech leader appear together democrats split question focus market power google facebook amazon apple republicans largely complain anticonservative bias google facebook republican jim jordan ohio cite numerous example say show tech company include twitter inc silence conservative view cut chase big tech get conservative say suspicion hunch fact jerrold nadler new york democrat chair house judiciary committee say document obtain committee show facebook buy instagram 2012 neutralize emerge competitor ask instagram break facebook facebook see instagram threat could potentially siphon business away facebook nadler say rather compete facebook buy exactly type anti competitive acquisition antitrust law design prevent zuckerberg say instagram face many competitor time instagram succeed facebook investment cicilline also target facebook content platform say company incentive carry misinformation hate speech violent content drive engagement therefore profitable zuckerberg dispute claim argue user want see facebook get away game town say competition force police platform allow misinformation spread lead violence frankly believe strike heart american democracy democrat pramila jayapal washington question bezos amazon use datum third party sale compete vendor bezos say company policy use seller specific datum aid private label business guarantee policy never violate access datum far exceed seller platform compete jayapal say set rule game competitor actually follow rule medium report find policy violate representative lucy mcbath georgia democrat play recording amazon bookseller say business grow take market share amazon retaliate block business sell textbook amazon much power seller place go mcbath say amazon monopoly power seller think would choose stay relationship characterize bully fear panic say bezos say familiar bookseller case want learn insist amazon good third party seller write testimony release late tuesday ceo tell congress competition thrive across tech industry consumer benefit result global retail market compete strikingly large extraordinarily competitive bezos say statement unlike industry winner take room retail many winner tout various way help small business grow whether third party seller amazon independent developer build app apple app store also portray company embody american entrepreneurship cicilline say hearing many response ceo confirm thing panel learn inquiry say important hear ceo acknowledgement anti competitive practice really heart investigation,WebNews - English
Big Tech CEOs endure hours of withering questions from congress,,2020-07-30T00:00:00Z,U.S. Federal; International; New York; Ohio; Rhode Island,,Web News,0,chief executive four us technology giant endure wither rapid fire question five hour lawmaker accuse company use power crush rival squash competition alphabet inc google facebook inc chief executive four us technology giant endure wither rapid fire question five hour lawmaker accuse company use power crush rival squash competition alphabet inc google facebook inc apple inc amazoncom inc criticise power wield digital market google control internet search online advertising apple tight grip app facebook acquisition rival amazon leverage third party seller company exist today monopoly power say representative david cicilline rhode island lead year long house investigation company need break need heavily regulate cicilline say adjourn hearing stretch evening chief executive four company alphabet sundar pichai facebook mark zuckerberg apple tim cook amazon jeff bezos testify house antitrust committee remote location unfailingly polite even though lawmaker frequently cut rigorously enforce five minute rule per member lawmaker pepper executive question specific example intend show company thwart competitive threat hearing mark escalation antitrust scrutiny sector internet platform combine value nearly us 5tril  already investigation us federal trade commission justice department state across country also probe facebook google testimony document produce panel could use inform inquiry lawmaker uncover several potentially damning example anti competitive behaviour could watershed moment say alex petros policy counsel left lean think tank public knowledge advocate strong antitrust enforcement could put pressure doj ftc really conduct full investigation cicilline say expect committee complete report month attack pichai practice google unit search engine accuse steal content goal keep user site rather direct source web evidence seem clear google become gateway internet begin abuse power say use surveillance web traffic identify competitive threat crush business want find web add must pay google tax july 29 session first time bezos testify congress hearing mark first time four tech leader appear together democrats split question focus market power google facebook amazon apple republicans largely complain anticonservative bias google facebook republican jim jordan ohio cite numerous example say show tech company include twitter inc silence conservative view cut chase big tech get conservative say suspicion hunch fact jerrold nadler new york democrat chair house judiciary committee say document obtain committee show facebook buy instagram 2012 neutralise emerge competitor ask instagram break facebook facebook see instagram threat could potentially siphon business away facebook nadler say rather compete facebook buy exactly type anti competitive acquisition antitrust law design prevent zuckerberg say instagram face many competitor time instagram succeed facebook investment cicilline also target facebook content platform say company incentive carry misinformation hate speech violent content drive engagement therefore profitable zuckerberg dispute claim argue user want see facebook get away game town say competition force police platform allow misinformation spread lead violence frankly believe strike heart american democracy democrat pramila jayapal washington question bezos amazon use datum third party sale compete vendor bezos say company policy use seller specific datum aid private label business guarantee policy never violate access datum far exceed seller platform compete jayapal say set rule game competitor actually follow rule medium report find policy violate representative lucy mcbath georgia democrat play recording amazon bookseller say business grow take market share amazon retaliate block business sell textbook amazon much power seller place go mcbath say amazon monopoly power seller think would choose stay relationship characterise bully fear panic say bezos say familiar bookseller case want learn insist amazon good third party seller write testimony release late july 28 ceo tell congress competition thrive across tech industry consumer benefit result global retail market compete strikingly large extraordinarily competitive bezos say statement unlike industry winner take room retail many winner tout various way help small business grow whether third party seller amazon independent developer build app apple app store also portray company embody american entrepreneurship cicilline say hearing many response ceo confirm thing panel learn inquiry say important hear ceo acknowledgement anticompetitive practice really heart investigation bloomberg,WebNews - English
Big Tech CEOs Endure Hours of Withering Questions From Congress,,2020-07-30T00:00:00Z,U.S. Federal; International; New York; Ohio; Rhode Island,,Web News,0,alphabet inc google facebook inc apple inc amazoncom inc criticize power wield digital market google control internet search online advertising apple tight grip app facebook acquisition rival alphabet inc google facebook inc apple inc amazoncom inc criticize power wield digital market google control internet search online advertising apple tight grip app facebook acquisition rival amazon leverage third party seller company exist today monopoly power say representative david cicilline rhode island lead yearlong house investigation company need break need heavily regulate cicilline say adjourn hearing stretch evening chief executive four company alphabet sundar pichai facebook mark zuckerberg apple tim cook amazon jeff bezos testify house antitrust committee remote location unfailingly polite even though lawmaker frequently cut rigorously enforce five minute rule per member lawmaker pepper executive question specific example intend show company thwart competitive threat hearing mark escalation antitrust scrutiny sector internet platform combine value nearly 5 trillion already investigation federal trade commission justice department state across country also probe facebook google testimony document produce panel could use inform inquiry lawmaker uncover several potentially damning example anti competitive behavior could watershed moment say alex petros policy counsel left lean think tank public knowledge advocate strong antitrust enforcement could put pressure doj ftc really conduct full investigation cicilline say expect committee complete report month attack pichai practice google unit search engine accuse steal content goal keep user site rather direct source web evidence seem clear google become gateway internet begin abuse power say use surveillance web traffic identify competitive threat crush business want find web add must pay google tax wednesday session first time bezos testify congress hearing mark first time four tech leader appear together democrats split question focus market power google facebook amazon apple republicans largely complain anticonservative bias google facebook republican jim jordan ohio cite numerous example say show tech company include twitter inc silence conservative view cut chase big tech get conservative say suspicion hunch fact jerrold nadler new york democrat chair house judiciary committee say document obtain committee show facebook buy instagram 2012 neutralize emerge competitor ask instagram break facebook facebook see instagram threat could potentially siphon business away facebook nadler say rather compete facebook buy exactly type anti competitive acquisition antitrust law design prevent zuckerberg say instagram face many competitor time instagram succeed facebook investment cicilline also target facebook content platform say company incentive carry misinformation hate speech violent content drive engagement therefore profitable zuckerberg dispute claim argue user want see facebook get away game town say competition force police platform allow misinformation spread lead violence frankly believe strike heart american democracy document show facebook buy instagram quash competitor democrat pramila jayapal washington question bezos amazon use datum third party sale compete vendor bezos say company policy use seller specific datum aid private label business guarantee policy never violate access datum far exceed seller platform compete jayapal say set rule game competitor actually follow rule medium report find policy violate representative lucy mcbath georgia democrat play recording amazon bookseller say business grow take market share amazon retaliate block business sell textbook amazon much power seller place go mcbath say bezos say familiar bookseller case want learn insist amazon good third party seller read big tech write testimony release late tuesday ceo tell congress competition thrive across tech industry consumer benefit result global retail market compete strikingly large extraordinarily competitive bezos say statement unlike industry winner take room retail many winner tout various way help small business grow whether third party seller amazon independent developer build app apple app store also portray company embody american entrepreneurship cicilline say hearing many response ceo confirm thing panel learn inquiry say important hear ceo acknowledgement anticompetitive practice really heart investigation,WebNews - English
"Big Tech CEOs expect to be grilled over antitrust issues, role in elections by Congress",Ryan Lovelace,2020-07-29T00:00:00Z,U.S. Federal; Dist. of Columbia; New York; Ohio; Rhode Island,,News,735,titan big tech head capitol hill wednesday fend lawmaker attempt break company lawmaker grill ceo amazon apple facebook google parent company alphabet antitrust issue also expect ask executive censorship voter suppression role 2020 election house judiciary committee antitrust subcommittee begin investigate tech giant last summer hearing finally put spotlight amazon jeff bezos apple tim cook facebook mark zuckerberg google sundar pichai give central role corporation play life american people critical ceo forthcoming say democratic reps jerrold nadler new york david cicilline rhode island chairman committee subcommittee respectively testimony essential us complete investigation technology watchdog worried lawmaker may get distract non antitrust issue especially amid backdrop november election mike davis founder conservative internet accountability project say company become clear monopolist committee focus consolidation power harm small business censor political speech key house judiciary republicans get dupe use big tech conflate law enforcement regulation mr davis say conservative believe immigration amnesty believe antitrust amnesty conservative want lawmaker use limited opportunity grill ceo content moderation policy media research center founder l brent bozell iii organize free speech alliance 35 conservative activist dare google ceo swear oath hearing censor conservative believe google lie yet read alliance letter mr pichai old game censor conservative wait someone else call blame algorithm another technical problem censorship somehow never manage discover glitch always victim approach scandal one utter lack transparency become second nature organization merely shameful clear present danger civil society need answer liberal activist however say social medium enable president trump rise think social medium company facebook crack hard enough conservative voice mr zuckerberg testify house financial services committee last year regard cryptocurrency project facebook pursue call libra democrats instead quiz relationship conservative medium personality 100 day election liberal activist want see mr zuckerberg ceo explain fight voter suppression stomp misinformation site sarah miller executive director liberal american economic liberties project want democratic lawmaker focus instead threat think pose technology leader policymaker enforcer allow big tech baron bully worker consumer business far long ms miller say statement outcome subcommittee investigation monopoly power central whether market become fair whether congress reassert power handful man whose corporation threaten democracy trump administration weigh whether regulate company potential democratic administration favor aggressive regulatory regime ceo testimony may determine contour internet regulation come year committee democratic leader rebuff republican request put ceo full judiciary committee give lawmaker crack rep jim jordan ohio top republican committee also request hearing include twitter ceo jack dorsey mr dorsey call come capitol twitter decline comment mr jordan request,The Washington Times
Big Tech CEOs Face U.S. Antitrust Hearing,Deborah DSouza,2020-07-29T00:00:00Z,U.S. Federal,,News,726,jul 29 2020  apple amazon alphabet facebook ceo testify congresshearing focus whether new law need prevent anticompetitive behaviorquestion likely cover acquisition advantage marketplacestech lobbying spend surge record level recent year 20 year bill gates testify congress whether microsoft monopoly chief executive jeff bezos tim cook mark zuckerberg sundar pichai together take question lawmaker similar hearing start noon et title online platforms market power part 6 examine dominance amazon apple facebook google hearing hold house subcommittee antitrust commercial administrative law four firm represent fifth samp38p 500 market cap also announce earning tomorrow stream hearing live  like antitrust drama promise different recent tech hearing bipartisan investigation begin june last year  aim determine whether exist law sufficient keep digital marketplace competitive executive question evidence collect score interview document say use future antitrust probe bill plus bezos first time congressional hearing brief breakdown company expect plan say amazon april wall street journal report employee use sale info third party seller develop private merchandise expect top concern also enough counterfeit product win price war prepare remark focus amazon help economy business bezos success humble root apple control app store market app also take 30 cut developer apple face pressure front eu likely come prepare remark focus apple dominant market share market facebook neutralize competition acquisition like instagram whatsapp also buy gif provider giphy integrate competitor like twitter prepared remark focus fb improve app buy help provide well service people advertiser competition china alphabet search engine dominance push result review ahead competitor allow company buy advertising space appear directly competitor acquisition like nest waze doubleclick prepared remark focus compete platform people get information help small business pandemic big tech know regulation come claim utility anymore lobby datum display fearful facebook also face accusation curb free speech enough stop hate misinformation spend 48 million q2 2020 follow record 5 million q1 accord opensecrets tech company also bankroll heavily influence powerful global antitrust institute  recommend hand approach antitrust law international seminar wonder congress may think necessary try imagine day without use service product four company viable alternative good enough expect government hard firm eu currently pass legislation break yet anyway plus timing could possibly well company amid pandemic help entertain educate feed console soothe consumer public opinion soften last year public enemy 1 people right leave grow surveillance also increase importance interlink government even today lay groundwork antitrust activity may bolster probe currently underway start end  ,Newstex Blogs
"Big tech CEOs get heat over competition;Amazon, Apple, Faceook, Google confront range of concerns before U.S. Congress",Marcy Gordon The Associated Press,2020-07-30T00:00:00Z,U.S. Federal; International; Rhode Island; Wisconsin,,News,1050,washington leader amazon apple facebook google fend accusation wednesday company stifle competition intense questioning lawmaker investigate big tech market dominance past year amazon jeff bezos first appearance congress facebook mark zuckerberg sundar pichai google tim cook apple sometimes struggle answer pointed question business practice even provide datum highlight competitive market value innovation essential service consumer also confront range concern allege political bias effect democracy role china scrutiny big tech could lead new restriction power though force breakup appear unlikely four ceo testify remotely hearing house judiciary subcommittee antitrust lawmaker sit mask inside hearing room washington among tough question google amazon involve accusation use dominant platform scoop datum competitor way give unfair advantage bezos say could guarantee amazon access seller datum make compete product allegation company executive previously deny regulator europe scrutinize amazon relationship business sell site whether online shopping giant use datum seller create private label product pichai opening remark tout google value mom pop business bristol ri pewaukee wi home district antitrust panel democratic chair rhode island rep david cicilline ranking republican rep james sensenbrenner wisconsin google executive struggle cicilline accuse company leverage dominant search engine steal idea information website manipulate result drive people digital service boost profit pichai repeatedly deflect cicilline attack assert google try provide helpful relevant information hundred million people use search engine day effort keep defect rival service microsoft bing facebook turn face renew focus gobbling competitor rep jerrold nadler democrat head house judiciary committee tell zuckerberg document obtain company tell disturbing story facebook acquisition instagram message service say document show zuckerberg call instagram threat could meaningfully hurt facebook zuckerberg respond facebook view instagram competitor complement facebook service also acknowledge compete facebook photo sharing critic facebook call company divest instagram whatsapp message service democrats largely focus market competition several republicans air longstanding grievance tech company censor conservative voice question business activity china tweet hearing president donald trump challenge congress crack company accuse without evidence bias conservative general congress bring fairness big tech year ago executive orders trump tweet executive order limited scope law pass congress though force law president use executive order alter federal statute take congressional action trump justice department urge congress roll back long hold legal protection online platform facebook google twitter propose change would strip bedrock protection generally shield company legal responsibility people post platform four tech ceo command corporation gold plate brand million even billion customer combine value great entire german economy one bezos world rich individual zuckerberg fourth rank billionaire critic question whether company stifle competition innovation raise price consumer pose danger society bipartisan investigation judiciary subcommittee collect testimony mid level executive four firm competitor legal expert pore million internal document company key question whether exist competition policy century old antitrust law adequate oversee tech giant new legislation enforcement funding need cicilline call four company monopoly although say break last resort cicilline also say wednesday wake coronavirus pandemic giant stand profit become even powerful million shift work commerce online sensenbrenner subcommittee top republican reject idea new legislation need suggest antitrust reform could difficult mission democrats congress company face legal political offensive multiply front congress trump administration federal state regulator european watchdog justice department federal trade commission investigate four company practice four tech leader apple cook face light scrutiny wednesday likely reflection difficulty make antitrust case company whose iphone third large seller world apple dominant market share market business cook tell lawmaker company still face eu investigation fee charge app store technical limitation allegedly shut competitor apple pay,The Toronto Star
Big Tech CEOs grilled by Congress: Key moments from the historic antitrust meeting,,2020-07-30T00:00:00Z,U.S. Federal; International; Ohio; Rhode Island,,Web News,0,five hour wednesday four big tech ceo world powerful company face grilling us lawmaker washington unprecedented hearing alleged anti competitive practice company hearing first five hour wednesday four big tech ceo world powerful company face grilling us lawmaker washington unprecedented hearing alleged anti competitive practice company hearing first time jeff bezos amazon tim cook apple mark zuckerberg facebook sundar pichai google parent alphabet appear together congress big tech ceo appear via video link face moment spotlight house judiciary antitrust subcommittee pichai zuckerberg receive attention sixth final hearing competition digital market committee culmination 13 million document hundred hour interview testimony long stand concern four company worth combined 485tn become dominant rival compete level antitrust regulator fear lack competition lead high price consumer however digital platform offer service free facebook google difficult lawmaker prove consumer bad another charge lack competition stifle innovation theory could lead subpar product service consumer give four tech giant know cutting edge innovation difficult prove congress consider new antitrust law appropriate digital age could prevent much power concentrate company key topic big tech ceo grill facebook neutralise threat zuckerberg stranger grilling congress question facebook acquisition instagram 2012 1bn democratic congressman jerrold nadler press facebook chief report choose acquire instagram rather compete internal facebook document 2012 show zuckerberg describe reason buy instagram neutralise threat walk back comment send via email hour later always clear view instagram competitor complement service zuckerberg reply instagram worth 100bn billion monthly active user state technology week get verdict weekly email hindsight probably look obvious instagram would reach scale today time far obvious zuckerberg say however nadler continue assert facebook buy instagram neutralise competitor exactly type anticompetitive acquisition antitrust law design prevent say amazon heroin bezos rich person world testify congress first time grill amazon practice reveal wall street journal april use datum third party seller inform product decision bezos deny practice one third party seller describe amazon heroin testimonial read committee also face question amazon essential product policy pandemic delay delivery amazon product alexa smart speaker ring doorbell playbook demand go roof reply bezos goal limit essential supply sure perfectly like big tech ceo bezos welcome scrutiny regulator scrutinise large institution whether company government agency non profit say responsibility make sure pass scrutiny fly colour google much traffic google chief pichai arguably face attention committee face allegation google steal content developer skewed search result profit google question google ad platform dominance google account 294 digital ad market facebook follow 234 committee cite document show google employee fear rival website divert traffic revenue google ten year ago google memo observe certain website get quote much traffic google decide put end say democratic congressman david cicilline rhode island pichai deny allegation argue google provide platform small competitor connect consumer new competitor emerge every day today user access information ever say pichai competition drive us innovate also lead well product low choice choice everyone google currently several antitrust investigation law enforcement various us state google also accuse work china accept money country military republican congressman matt gaetz work chinese military absolutely false reply pichai apple rule make go cook face question apple app store practice currently subject eu antitrust probe apple take 30 cut revenue application list store well place restriction developer rule make go subject change apple expect developer go along change leave app store say democratic congressman hank johnson georgia enormous amount power cook counter vast majority developer able keep 100 money make app store apple raise commission price since launch 2008 apple gatekeeper open gate wider say cook want get every app store keep big tech get conservative many republicans use hearing question big tech ceo suppress right wing voice cut chase big tech get conservative say republican congressman jim jordan ohio suspicion hunch fact ahead hearing president donald trump tweet congress bring fairness big tech year ago executive orders washington talk action year people country sick tired republican jim sensenbrenner ask donald trump jr recently post drug hydroxychloroquine take zuckerberg might refer happen twitter hard speak republican congressman greg steube accuse google repress conservative website say email go spam folder constituent nothing algorithm anything political ideology reply pichai get complaint across aisle however republican jamie raskin turn attention colleague issue top perform link  post facebook right wing site facebook try repress conservative speech terrible job understand whining read coronavirus big tech company step plate gd report modal display none important divunit5 display none important divunit2 display none important divunit9 display none important article mpu display none important,WebNews - English
